APOE,mySchwann
,
,
,
,
,
CHPT1,
,
,
,
COL4A3,Perineurial
,
CPE,
,
,
,
,
,
,
,
,
,
FMOD,Epineurial
,
FOS,mySchwann
,
,
ITGA6,Perineurial
Lgals3,Mesenchymal neural crest
LMO7,Perineurial
,
MBP,mySchwann
,
NCAM1,nmSchwann
NCMAP,mySchwann
,
NEBL,
,
,
,
,
,
,
,
PRX,mySchwann
PTPN13,
,
,
,
,
SORBS1,Epineurial
,
,
,
,
STXBP6,epineurial
,
,
,
TPCN1,
