Gene,GFPneg_Rep1,GFPpos_Rep1,GFPneg_Rep2,GFPpos_Rep2
ENSSSCG00000040926,0,0,0,0
ENSSSCG00000040936,0,0,1,0
ENSSSCG00000040939,1,0,0,1
ENSSSCG00000040942,167,23,380,125
ENSSSCG00000040949,1,0,8,0
ENSSSCG00000040950,3,0,17,0
ENSSSCG00000040953,11,2,4,2
ENSSSCG00000040955,0,0,4,0
ENSSSCG00000040956,14,102,19,78
ENSSSCG00000040966,1,0,1,0
ENSSSCG00000040968,237,855,329,631
ENSSSCG00000040969,0,0,0,0
ENSSSCG00000040973,30,62,7,27
ENSSSCG00000040980,3,1,24,3
ENSSSCG00000040988,0,0,0,0
ENSSSCG00000040990,0,0,0,0
ENSSSCG00000040991,0,0,12,1
ENSSSCG00000040992,6,159,15,238
ENSSSCG00000040993,13,0,55,0
ENSSSCG00000040994,12,0,26,0
ENSSSCG00000040995,4,0,7,0
ENSSSCG00000040997,3,1,23,19
ENSSSCG00000040999,10,10,26,0
ENSSSCG00000041000,6,0,7,0
ENSSSCG00000041001,37,227,77,102
ENSSSCG00000041002,8,0,43,0
ENSSSCG00000041003,2,0,6,0
ENSSSCG00000041004,6,6,1,3
ENSSSCG00000041005,0,0,3,0
ENSSSCG00000041006,0,0,1,0
ENSSSCG00000041007,1,0,2,0
ENSSSCG00000041008,23,1,79,0
ENSSSCG00000041009,0,0,7,0
ENSSSCG00000041010,16,10,39,10
ENSSSCG00000041011,2,0,4,0
ENSSSCG00000041012,15,56,28,11
ENSSSCG00000041013,23,15,76,31
ENSSSCG00000041014,12,0,34,0
ENSSSCG00000041015,0,2,0,0
ENSSSCG00000041016,10,6,17,11
ENSSSCG00000041017,0,0,12,0
ENSSSCG00000041018,10,0,46,0
ENSSSCG00000041019,6,0,0,0
ENSSSCG00000041020,1,0,0,0
ENSSSCG00000041021,0,0,0,0
ENSSSCG00000041022,4,0,39,0
ENSSSCG00000041023,4,4,10,0
ENSSSCG00000041024,9,0,32,0
ENSSSCG00000041025,8,0,27,0
ENSSSCG00000041026,7,7,18,0
ENSSSCG00000041027,0,0,8,0
ENSSSCG00000041028,0,0,2,0
ENSSSCG00000041029,1,0,2,0
ENSSSCG00000041030,9,31,44,57
ENSSSCG00000041031,3,138,26,187
ENSSSCG00000041032,18,2,29,2
ENSSSCG00000041033,3,0,47,0
ENSSSCG00000041035,7,0,14,0
ENSSSCG00000041036,2,2,2,2
ENSSSCG00000041037,62,4,186,37
ENSSSCG00000041038,3,4,27,0
ENSSSCG00000041039,6,0,32,0
ENSSSCG00000041040,6,0,17,0
ENSSSCG00000041041,6,11,14,29
ENSSSCG00000041042,6,0,11,0
ENSSSCG00000041043,2,0,3,0
ENSSSCG00000041044,21,1,85,1
ENSSSCG00000041045,11,0,42,0
ENSSSCG00000041046,6,0,44,0
ENSSSCG00000041047,4,0,21,0
ENSSSCG00000041048,2,5,8,0
ENSSSCG00000041049,6,0,12,0
ENSSSCG00000041050,22612,56369,19462,89177
ENSSSCG00000041051,0,0,2,0
ENSSSCG00000041052,3,2,16,0
ENSSSCG00000041053,0,0,15,0
ENSSSCG00000041054,0,0,3,0
ENSSSCG00000041055,21,2,70,4
ENSSSCG00000041056,12,0,2,0
ENSSSCG00000041057,5,39,8,38
ENSSSCG00000041058,3,14,24,35
ENSSSCG00000041059,13,0,50,0
ENSSSCG00000041060,2,0,14,0
ENSSSCG00000041061,5,0,18,2
ENSSSCG00000041062,6,0,27,0
ENSSSCG00000041063,5,0,10,6
ENSSSCG00000041064,11,0,25,1
ENSSSCG00000041065,9,0,18,0
ENSSSCG00000041066,2,8,38,5
ENSSSCG00000041067,1,0,5,0
ENSSSCG00000041068,1,0,0,0
ENSSSCG00000041069,6,8,32,13
ENSSSCG00000041070,15,1,45,7
ENSSSCG00000041071,3,0,51,0
ENSSSCG00000041072,16,1,51,0
ENSSSCG00000041073,60,14,129,7
ENSSSCG00000041074,24,7,64,10
ENSSSCG00000041075,10,0,5,0
ENSSSCG00000041076,12,6,35,10
ENSSSCG00000041077,17,4,43,5
ENSSSCG00000041078,0,0,10,0
ENSSSCG00000041079,3,0,12,0
ENSSSCG00000041080,12,13,30,28
ENSSSCG00000041081,0,0,0,0
ENSSSCG00000041082,0,9,4,13
ENSSSCG00000041083,3,6,10,20
ENSSSCG00000041084,0,0,0,0
ENSSSCG00000041085,22,6,36,6
ENSSSCG00000041087,16,0,14,0
ENSSSCG00000041088,0,0,0,0
ENSSSCG00000041089,2,0,45,0
ENSSSCG00000041090,0,0,0,0
ENSSSCG00000041091,0,0,1,0
ENSSSCG00000041092,19,54,36,161
ENSSSCG00000041093,0,0,0,0
ENSSSCG00000041094,25,45,30,17
ENSSSCG00000041095,10,0,39,0
ENSSSCG00000041096,5,8,13,10
ENSSSCG00000041097,15,0,67,0
ENSSSCG00000041098,5,1,17,0
ENSSSCG00000041100,5,0,42,0
ENSSSCG00000041101,6,0,13,0
ENSSSCG00000041102,0,0,0,0
ENSSSCG00000041103,1,0,2,0
ENSSSCG00000041104,2,1,41,0
ENSSSCG00000041105,3,7,3,4
ENSSSCG00000041106,6,12,16,8
ENSSSCG00000041107,0,0,1,0
ENSSSCG00000041108,3,1,12,1
ENSSSCG00000041109,11,27,9,40
ENSSSCG00000041110,1,0,2,0
ENSSSCG00000041111,6,29,2,10
ENSSSCG00000041112,0,0,3,0
ENSSSCG00000041113,7,0,11,0
ENSSSCG00000041114,412,1548,467,736
ENSSSCG00000041115,3,4,27,1
ENSSSCG00000041116,10,0,23,0
ENSSSCG00000041117,0,0,11,0
ENSSSCG00000041118,9,2,15,17
ENSSSCG00000041119,11,27,30,14
ENSSSCG00000041120,3,1,3,0
ENSSSCG00000041121,18,18,26,16
ENSSSCG00000041122,0,0,0,0
ENSSSCG00000041123,30,574,39,1041
ENSSSCG00000041124,0,0,1,0
ENSSSCG00000041125,5,1,4,0
ENSSSCG00000041127,14,0,35,21
ENSSSCG00000041128,1,2,20,0
ENSSSCG00000041129,0,1,0,0
ENSSSCG00000041130,13,0,48,3
ENSSSCG00000041132,0,0,20,0
ENSSSCG00000041134,5,6,24,1
ENSSSCG00000041135,9,18,15,10
ENSSSCG00000041136,2,0,7,0
ENSSSCG00000041137,6,0,25,0
ENSSSCG00000041138,17,0,26,0
ENSSSCG00000041139,3,0,17,0
ENSSSCG00000041140,2,0,2,0
ENSSSCG00000041141,6,5,42,2
ENSSSCG00000041142,31,82,26,112
ENSSSCG00000041143,1,0,0,0
ENSSSCG00000041145,6,0,20,1
ENSSSCG00000041146,6,5,4,2
ENSSSCG00000041147,4,0,26,0
ENSSSCG00000041148,0,0,0,0
ENSSSCG00000041149,0,0,2,0
ENSSSCG00000041150,4,0,15,0
ENSSSCG00000041151,2,0,16,0
ENSSSCG00000041152,4,0,12,0
ENSSSCG00000041153,9,0,32,0
ENSSSCG00000041154,27,3,110,7
ENSSSCG00000041155,2,0,5,0
ENSSSCG00000041156,15,7,46,5
ENSSSCG00000041157,8,0,48,0
ENSSSCG00000041158,23,22,50,10
ENSSSCG00000041159,4,0,6,1
ENSSSCG00000041160,78,229,61,161
ENSSSCG00000041161,1,1,0,5
ENSSSCG00000041162,0,3,3,0
ENSSSCG00000041164,0,0,0,0
ENSSSCG00000041165,12,2,58,0
ENSSSCG00000041166,30,83,46,44
ENSSSCG00000041167,4,0,12,0
ENSSSCG00000041168,4,0,6,0
ENSSSCG00000041169,16,0,78,0
ENSSSCG00000041170,10,16,11,5
ENSSSCG00000041171,2,16,22,19
ENSSSCG00000041172,0,0,1,0
ENSSSCG00000041173,15,9,16,11
ENSSSCG00000041174,10,1,22,0
ENSSSCG00000041175,3,0,7,0
ENSSSCG00000041176,13,22,46,28
ENSSSCG00000041177,5,0,15,0
ENSSSCG00000041178,2,0,4,0
ENSSSCG00000041179,1,22,8,16
ENSSSCG00000041180,90,338,79,201
ENSSSCG00000041181,8,29,7,25
ENSSSCG00000041182,0,0,0,0
ENSSSCG00000041183,6,0,29,0
ENSSSCG00000041184,0,0,24,0
ENSSSCG00000041185,0,0,0,0
ENSSSCG00000041186,14,0,42,0
ENSSSCG00000041187,22,82,49,27
ENSSSCG00000041188,5,0,6,0
ENSSSCG00000041189,30,257,63,361
ENSSSCG00000041190,109,0,377,0
ENSSSCG00000041191,1,0,9,0
ENSSSCG00000041192,7,4,55,12
ENSSSCG00000041194,2,0,2,0
ENSSSCG00000041195,8,4,38,0
ENSSSCG00000041196,8,6,63,13
ENSSSCG00000041197,4,1,24,0
ENSSSCG00000041198,4,1,3,0
ENSSSCG00000041199,0,0,0,0
ENSSSCG00000041200,4,0,8,0
ENSSSCG00000041201,0,0,2,0
ENSSSCG00000041203,6,0,11,0
ENSSSCG00000041204,0,0,0,0
ENSSSCG00000041205,10,2,27,0
ENSSSCG00000041206,0,0,0,0
ENSSSCG00000041207,7,0,21,0
ENSSSCG00000041208,3,1,12,0
ENSSSCG00000041209,0,2,5,0
ENSSSCG00000041210,0,0,0,0
ENSSSCG00000041211,1,0,0,0
ENSSSCG00000041212,3,0,13,0
ENSSSCG00000041213,5,2,10,2
ENSSSCG00000041214,8,17,22,23
ENSSSCG00000041215,4,0,40,0
ENSSSCG00000041216,15,32,27,92
ENSSSCG00000041217,0,0,15,0
ENSSSCG00000041218,5,0,4,0
ENSSSCG00000041219,17,88,6,125
ENSSSCG00000041220,371,1313,598,2301
ENSSSCG00000041222,1,0,11,0
ENSSSCG00000041223,3,0,16,0
ENSSSCG00000041224,12,0,86,4
ENSSSCG00000041225,0,0,0,0
ENSSSCG00000041227,0,0,0,0
ENSSSCG00000041228,0,0,14,0
ENSSSCG00000041230,10,0,60,0
ENSSSCG00000041232,8,0,61,0
ENSSSCG00000041233,12,155,15,90
ENSSSCG00000041234,2,0,5,0
ENSSSCG00000041235,16,8,45,8
ENSSSCG00000041236,3,0,3,0
ENSSSCG00000041237,4,9,46,0
ENSSSCG00000041238,56,417,79,321
ENSSSCG00000041239,0,0,6,0
ENSSSCG00000041240,4,0,9,0
ENSSSCG00000041241,7,44,43,2
ENSSSCG00000041242,0,0,5,0
ENSSSCG00000041243,0,0,2,0
ENSSSCG00000041244,12,7,44,3
ENSSSCG00000041246,7,0,6,0
ENSSSCG00000041247,8,18,42,8
ENSSSCG00000041248,10,184,35,220
ENSSSCG00000041249,1,0,0,0
ENSSSCG00000041250,22,64,55,49
ENSSSCG00000041251,7,27,24,3
ENSSSCG00000041252,11,0,26,0
ENSSSCG00000041253,0,6,7,0
ENSSSCG00000041254,9,12,44,15
ENSSSCG00000041255,0,0,0,0
ENSSSCG00000041256,1,0,21,0
ENSSSCG00000041257,5,11,57,1
ENSSSCG00000041258,13,0,44,0
ENSSSCG00000041259,11,0,12,0
ENSSSCG00000041260,10,0,16,0
ENSSSCG00000041261,9,0,18,0
ENSSSCG00000041262,8,0,28,0
ENSSSCG00000041263,14,5,20,0
ENSSSCG00000041264,16,0,41,1
ENSSSCG00000041265,9,0,18,0
ENSSSCG00000041266,4,0,28,0
ENSSSCG00000041267,140,195,216,132
ENSSSCG00000041268,8,0,26,0
ENSSSCG00000041269,15,0,101,0
ENSSSCG00000041271,8,0,79,0
ENSSSCG00000041272,2,2,18,2
ENSSSCG00000041273,0,0,11,0
ENSSSCG00000041274,11,45,36,37
ENSSSCG00000041275,14,7,50,6
ENSSSCG00000041276,11,0,34,0
ENSSSCG00000041277,6,1,1,11
ENSSSCG00000041278,8,5,51,1
ENSSSCG00000041279,2,0,6,0
ENSSSCG00000041280,1,0,18,0
ENSSSCG00000041281,2,12,5,19
ENSSSCG00000041282,3,0,31,0
ENSSSCG00000041283,3,0,8,0
ENSSSCG00000041284,0,0,0,0
ENSSSCG00000041285,6,0,20,0
ENSSSCG00000041286,3,0,25,0
ENSSSCG00000041287,13,5,22,0
ENSSSCG00000041288,0,0,0,0
ENSSSCG00000041290,7,0,55,0
ENSSSCG00000041291,14,20,37,38
ENSSSCG00000041292,6,41,13,64
ENSSSCG00000041293,39,0,139,0
ENSSSCG00000041294,9,0,33,0
ENSSSCG00000041295,0,0,16,0
ENSSSCG00000041296,0,0,0,0
ENSSSCG00000041297,0,0,3,0
ENSSSCG00000041298,1,0,10,0
ENSSSCG00000041299,4,0,9,0
ENSSSCG00000041300,89,103,184,90
ENSSSCG00000041301,0,0,0,0
ENSSSCG00000041302,2,0,12,0
ENSSSCG00000041303,12,10,19,22
ENSSSCG00000041304,2,0,7,0
ENSSSCG00000041305,6,0,16,2
ENSSSCG00000041306,8,0,19,0
ENSSSCG00000041307,0,0,0,0
ENSSSCG00000041308,0,10,8,0
ENSSSCG00000041309,3,6,27,0
ENSSSCG00000041310,27,17,56,8
ENSSSCG00000041312,15,1,67,0
ENSSSCG00000041313,14,21,67,58
ENSSSCG00000041314,6,0,6,0
ENSSSCG00000041315,0,1,0,2
ENSSSCG00000041316,43,61,28,37
ENSSSCG00000041317,7,23,15,34
ENSSSCG00000041318,0,0,10,0
ENSSSCG00000041319,1,0,3,0
ENSSSCG00000041320,27,46,37,16
ENSSSCG00000041321,0,0,3,0
ENSSSCG00000041322,22,0,29,0
ENSSSCG00000041323,1,0,0,0
ENSSSCG00000041324,0,0,0,0
ENSSSCG00000041325,1,0,0,0
ENSSSCG00000041327,1,0,13,0
ENSSSCG00000041328,0,0,2,0
ENSSSCG00000041329,4,2,1,1
ENSSSCG00000041330,14,0,60,0
ENSSSCG00000041331,1,4,5,2
ENSSSCG00000041332,0,0,0,0
ENSSSCG00000041333,3,0,28,0
ENSSSCG00000041334,6,13,30,7
ENSSSCG00000041335,3,0,10,0
ENSSSCG00000041336,0,1,1,0
ENSSSCG00000041337,3,0,7,0
ENSSSCG00000041338,15,0,46,0
ENSSSCG00000041339,21,11,24,19
ENSSSCG00000041340,0,0,1,0
ENSSSCG00000041341,50,56,84,50
ENSSSCG00000041342,13,43,72,21
ENSSSCG00000041343,0,0,0,0
ENSSSCG00000041344,19,102,67,185
ENSSSCG00000041345,3,0,6,0
ENSSSCG00000041346,1,0,2,1
ENSSSCG00000041347,2,0,14,0
ENSSSCG00000041348,37,213,64,85
ENSSSCG00000041349,1,0,2,0
ENSSSCG00000041350,1,14,25,4
ENSSSCG00000041351,2,0,5,0
ENSSSCG00000041352,4,0,17,0
ENSSSCG00000041353,5,2,7,46
ENSSSCG00000041354,3,0,7,0
ENSSSCG00000041355,0,0,0,0
ENSSSCG00000041356,13,8,22,1
ENSSSCG00000041357,5,0,0,0
ENSSSCG00000041358,9,0,23,0
ENSSSCG00000041359,0,0,3,0
ENSSSCG00000041360,0,0,1,0
ENSSSCG00000041361,0,0,5,0
ENSSSCG00000041362,0,0,0,0
ENSSSCG00000041363,2,0,9,0
ENSSSCG00000041364,5721,5391,7203,4728
ENSSSCG00000041365,17,0,46,0
ENSSSCG00000041366,16,12,26,1
ENSSSCG00000041367,0,0,0,0
ENSSSCG00000041368,113,214,114,119
ENSSSCG00000041369,13,3,27,0
ENSSSCG00000041370,13,79,34,35
ENSSSCG00000041371,11,0,60,7
ENSSSCG00000041372,2,0,13,0
ENSSSCG00000041374,21,0,31,0
ENSSSCG00000041375,7,6,9,0
ENSSSCG00000041376,0,0,0,0
ENSSSCG00000041377,0,0,0,0
ENSSSCG00000041378,6,0,36,0
ENSSSCG00000041379,4,0,7,0
ENSSSCG00000041380,2,8,3,8
ENSSSCG00000041381,9,0,28,0
ENSSSCG00000041382,0,0,4,0
ENSSSCG00000041383,8,13,32,4
ENSSSCG00000041384,4,5,40,20
ENSSSCG00000041385,11,25,30,16
ENSSSCG00000041386,0,0,0,0
ENSSSCG00000041387,1,0,3,0
ENSSSCG00000041388,0,0,0,0
ENSSSCG00000041389,9,0,39,0
ENSSSCG00000041390,0,0,0,0
ENSSSCG00000041391,14,0,36,0
ENSSSCG00000041392,0,0,0,0
ENSSSCG00000041393,8,2,12,0
ENSSSCG00000041394,0,0,2,0
ENSSSCG00000041395,0,0,3,0
ENSSSCG00000041396,2,0,5,2
ENSSSCG00000041397,11,0,9,0
ENSSSCG00000041399,0,0,20,0
ENSSSCG00000041400,4,6,12,3
ENSSSCG00000041401,120,260,312,535
ENSSSCG00000041402,5,0,0,0
ENSSSCG00000041403,11,0,46,0
ENSSSCG00000041404,4,1,14,14
ENSSSCG00000041405,0,1,0,0
ENSSSCG00000041406,55,80,90,94
ENSSSCG00000041407,8,5,17,0
ENSSSCG00000041408,3,0,11,0
ENSSSCG00000041410,52,185,127,157
ENSSSCG00000041411,18,48,41,55
ENSSSCG00000041412,2,3,13,0
ENSSSCG00000041413,0,0,0,2
ENSSSCG00000041414,7,0,39,0
ENSSSCG00000041415,9,0,43,0
ENSSSCG00000041416,32,240,27,214
ENSSSCG00000041417,0,0,3,0
ENSSSCG00000041418,0,0,0,0
ENSSSCG00000041419,12,35,40,21
ENSSSCG00000041420,2,4,2,6
ENSSSCG00000041421,3,0,2,0
ENSSSCG00000041422,2,0,4,0
ENSSSCG00000041424,3,0,27,0
ENSSSCG00000041425,5,3,29,0
ENSSSCG00000041426,0,0,2,0
ENSSSCG00000041427,14,0,43,0
ENSSSCG00000041428,0,0,10,0
ENSSSCG00000041429,10,5,26,2
ENSSSCG00000041431,8,1,22,0
ENSSSCG00000041432,17,14,45,8
ENSSSCG00000041434,34,9,96,52
ENSSSCG00000041435,10,0,25,0
ENSSSCG00000041436,18,24,63,60
ENSSSCG00000041437,0,0,10,0
ENSSSCG00000041438,0,0,2,0
ENSSSCG00000041439,8,5,15,0
ENSSSCG00000041440,0,0,0,0
ENSSSCG00000041441,0,0,3,0
ENSSSCG00000041442,7,1,5,0
ENSSSCG00000041444,4,0,7,0
ENSSSCG00000041445,1,0,8,0
ENSSSCG00000041446,3,2,39,2
ENSSSCG00000041447,3,0,17,0
ENSSSCG00000041448,23,0,62,0
ENSSSCG00000041449,126,308,230,403
ENSSSCG00000041450,10,1,51,0
ENSSSCG00000041451,14,0,18,0
ENSSSCG00000041452,10,0,29,0
ENSSSCG00000041453,0,0,24,0
ENSSSCG00000041454,0,0,0,0
ENSSSCG00000041455,3,0,2,0
ENSSSCG00000041456,0,0,13,0
ENSSSCG00000041457,11,2,25,1
ENSSSCG00000041458,3,9,23,30
ENSSSCG00000041459,1,1,6,1
ENSSSCG00000041460,3,0,21,0
ENSSSCG00000041462,7,0,28,0
ENSSSCG00000041463,4,1,20,0
ENSSSCG00000041464,0,0,0,0
ENSSSCG00000041465,10,1,14,12
ENSSSCG00000041466,81,198,106,332
ENSSSCG00000041468,7,23,31,9
ENSSSCG00000041469,6,0,29,0
ENSSSCG00000041471,15,31,47,24
ENSSSCG00000041472,5,0,28,0
ENSSSCG00000041473,1,0,0,0
ENSSSCG00000041474,5,0,24,2
ENSSSCG00000041475,7,9,10,1
ENSSSCG00000041476,15,0,80,6
ENSSSCG00000041477,0,0,1,1
ENSSSCG00000041478,5,0,4,0
ENSSSCG00000041479,0,0,0,0
ENSSSCG00000041480,0,0,1,0
ENSSSCG00000041482,1,8,0,4
ENSSSCG00000041483,2,6,23,21
ENSSSCG00000041485,2,0,14,0
ENSSSCG00000041486,20,0,13,0
ENSSSCG00000041487,13,53,72,58
ENSSSCG00000041488,3,5,15,11
ENSSSCG00000041489,0,0,13,0
ENSSSCG00000041490,14,53,40,136
ENSSSCG00000041491,0,0,13,0
ENSSSCG00000041492,2,0,65,0
ENSSSCG00000041494,28,122,93,85
ENSSSCG00000041495,0,0,0,0
ENSSSCG00000041497,34,0,103,8
ENSSSCG00000041498,17,97,120,34
ENSSSCG00000041499,21,20,33,25
ENSSSCG00000041500,4,0,55,0
ENSSSCG00000041501,7,0,7,0
ENSSSCG00000041502,7,7,38,17
ENSSSCG00000041503,23,29,48,31
ENSSSCG00000041504,37,7,49,1
ENSSSCG00000041505,3,0,8,0
ENSSSCG00000041506,2,0,27,0
ENSSSCG00000041507,0,0,0,0
ENSSSCG00000041508,4,0,6,0
ENSSSCG00000041509,9,21,69,0
ENSSSCG00000041510,3,0,9,0
ENSSSCG00000041511,19,44,66,52
ENSSSCG00000041512,2,0,0,0
ENSSSCG00000041513,6,0,28,0
ENSSSCG00000041514,0,0,5,0
ENSSSCG00000041515,6,0,35,0
ENSSSCG00000041516,0,0,15,0
ENSSSCG00000041517,9,0,3,0
ENSSSCG00000041518,2,0,10,0
ENSSSCG00000041519,12,0,68,0
ENSSSCG00000041520,1,0,14,0
ENSSSCG00000041521,0,0,6,0
ENSSSCG00000041522,25,61,39,68
ENSSSCG00000041523,2,0,11,0
ENSSSCG00000041524,4,31,4,37
ENSSSCG00000041525,8,0,47,0
ENSSSCG00000041526,9,0,30,0
ENSSSCG00000041527,4,0,21,0
ENSSSCG00000041528,6,0,5,0
ENSSSCG00000041529,0,0,3,0
ENSSSCG00000041530,12,0,65,0
ENSSSCG00000041531,3,0,1,0
ENSSSCG00000041532,0,11,9,1
ENSSSCG00000041533,12,37,22,49
ENSSSCG00000041534,14,9,43,9
ENSSSCG00000041535,10,12,46,33
ENSSSCG00000041536,20,157,45,210
ENSSSCG00000041537,5,2,65,0
ENSSSCG00000041539,4,14,42,0
ENSSSCG00000041540,9,9,28,0
ENSSSCG00000041541,1,0,14,0
ENSSSCG00000041542,9,0,29,0
ENSSSCG00000041543,3,0,33,2
ENSSSCG00000041544,0,0,8,0
ENSSSCG00000041545,13,0,43,0
ENSSSCG00000041548,11,0,25,0
ENSSSCG00000041549,3,0,28,0
ENSSSCG00000041550,16,51,53,29
ENSSSCG00000041551,3,0,46,0
ENSSSCG00000041552,2,0,16,0
ENSSSCG00000041553,5,4,18,2
ENSSSCG00000041554,8,30,30,42
ENSSSCG00000041555,7,9,16,1
ENSSSCG00000041556,0,0,0,0
ENSSSCG00000041557,2,0,5,0
ENSSSCG00000041558,15,24,32,18
ENSSSCG00000041559,11,1,47,0
ENSSSCG00000041560,3,5,5,43
ENSSSCG00000041561,11,0,57,0
ENSSSCG00000041562,11,0,17,0
ENSSSCG00000041563,0,0,0,0
ENSSSCG00000041564,0,0,0,0
ENSSSCG00000041565,0,0,0,0
ENSSSCG00000041566,3,2,23,3
ENSSSCG00000041567,5,0,7,1
ENSSSCG00000041568,10,0,22,15
ENSSSCG00000041569,2,6,16,0
ENSSSCG00000041570,6,0,21,0
ENSSSCG00000041571,12,61,69,34
ENSSSCG00000041572,5,0,30,0
ENSSSCG00000041573,10,0,31,0
ENSSSCG00000041574,0,0,2,0
ENSSSCG00000041575,2,0,26,0
ENSSSCG00000041576,0,0,37,0
ENSSSCG00000041578,9,0,81,1
ENSSSCG00000041579,0,0,0,0
ENSSSCG00000041580,20,0,54,0
ENSSSCG00000041581,0,0,0,0
ENSSSCG00000041582,9,0,7,0
ENSSSCG00000041583,5,3,8,3
ENSSSCG00000041584,12,5,36,6
ENSSSCG00000041585,5,0,5,0
ENSSSCG00000041586,2,0,2,0
ENSSSCG00000041587,31,90,27,61
ENSSSCG00000041588,7,15,61,8
ENSSSCG00000041589,8,0,13,33
ENSSSCG00000041590,2,12,39,14
ENSSSCG00000041591,4,0,6,0
ENSSSCG00000041592,5,0,23,4
ENSSSCG00000041593,1,0,1,1
ENSSSCG00000041594,13,0,54,4
ENSSSCG00000041595,13,6,31,0
ENSSSCG00000041597,12,7,32,1
ENSSSCG00000041598,1,15,28,13
ENSSSCG00000041599,7,4,22,5
ENSSSCG00000041600,47,122,77,73
ENSSSCG00000041601,7,0,7,1
ENSSSCG00000041602,0,2,2,2
ENSSSCG00000041603,0,0,0,0
ENSSSCG00000041604,31,66,56,98
ENSSSCG00000041605,0,0,2,0
ENSSSCG00000041606,1,0,27,0
ENSSSCG00000041607,0,0,0,0
ENSSSCG00000041608,9,0,29,0
ENSSSCG00000041609,11,28,38,8
ENSSSCG00000041610,0,0,2,4
ENSSSCG00000041611,0,0,6,0
ENSSSCG00000041612,87,161,127,86
ENSSSCG00000041613,8,1,53,2
ENSSSCG00000041614,0,0,13,0
ENSSSCG00000041615,13,4,52,7
ENSSSCG00000041616,8,4,43,4
ENSSSCG00000041617,3,29,8,13
ENSSSCG00000041618,13,0,24,0
ENSSSCG00000041619,17,42,39,4
ENSSSCG00000041620,2,0,8,0
ENSSSCG00000041621,0,0,0,0
ENSSSCG00000041622,1,0,34,0
ENSSSCG00000041623,0,0,38,0
ENSSSCG00000041624,0,0,18,0
ENSSSCG00000041626,4,0,14,0
ENSSSCG00000041627,10,0,47,0
ENSSSCG00000041628,4,0,0,0
ENSSSCG00000041629,9,0,0,0
ENSSSCG00000041630,6,0,27,0
ENSSSCG00000041631,6,0,13,0
ENSSSCG00000041632,16,0,23,0
ENSSSCG00000041633,12,8,28,0
ENSSSCG00000041634,4,0,58,0
ENSSSCG00000041635,10,0,22,0
ENSSSCG00000041636,11,22,28,12
ENSSSCG00000041637,26,0,51,0
ENSSSCG00000041638,15,0,26,0
ENSSSCG00000041639,2,0,19,2
ENSSSCG00000041640,2,0,26,0
ENSSSCG00000041641,4,0,3,0
ENSSSCG00000041642,0,0,2,0
ENSSSCG00000041643,10,0,27,0
ENSSSCG00000041645,12,3,32,13
ENSSSCG00000041646,15,0,65,0
ENSSSCG00000041647,3,0,23,0
ENSSSCG00000041648,0,5,2,6
ENSSSCG00000041649,5,1,13,0
ENSSSCG00000041650,0,0,3,0
ENSSSCG00000041651,2,1,8,0
ENSSSCG00000041652,14,0,82,0
ENSSSCG00000041653,2,0,6,0
ENSSSCG00000041654,1,0,10,0
ENSSSCG00000041655,3,0,12,0
ENSSSCG00000041656,25,60,92,80
ENSSSCG00000041657,12,22,34,51
ENSSSCG00000041659,9,9,15,2
ENSSSCG00000041661,2,0,14,0
ENSSSCG00000041662,1,0,7,0
ENSSSCG00000041663,4,0,56,0
ENSSSCG00000041664,3,6,26,7
ENSSSCG00000041665,2,7,4,0
ENSSSCG00000041666,9,0,13,0
ENSSSCG00000041668,5,0,9,0
ENSSSCG00000041669,16,6,66,39
ENSSSCG00000041670,0,0,1,0
ENSSSCG00000041673,9,11,15,30
ENSSSCG00000041675,14,31,53,75
ENSSSCG00000041676,0,0,0,0
ENSSSCG00000041677,13,72,29,86
ENSSSCG00000041678,0,0,9,0
ENSSSCG00000041679,0,0,9,0
ENSSSCG00000041680,2,1,30,0
ENSSSCG00000041681,7,0,34,0
ENSSSCG00000041682,0,0,2,0
ENSSSCG00000041683,9,0,32,0
ENSSSCG00000041684,3,77,21,28
ENSSSCG00000041685,6,15,17,2
ENSSSCG00000041686,6,0,46,0
ENSSSCG00000041687,7,0,33,3
ENSSSCG00000041688,1,4,5,0
ENSSSCG00000041689,1,0,5,3
ENSSSCG00000041690,18,0,69,0
ENSSSCG00000041691,13,0,67,0
ENSSSCG00000041692,6,1,22,6
ENSSSCG00000041693,7,18,35,13
ENSSSCG00000041694,5,0,38,0
ENSSSCG00000041695,0,0,11,0
ENSSSCG00000041696,21,0,71,8
ENSSSCG00000041697,3,0,6,0
ENSSSCG00000041698,44,44,43,2
ENSSSCG00000041699,0,0,0,0
ENSSSCG00000041700,1,0,3,0
ENSSSCG00000041701,2,11,11,1
ENSSSCG00000041702,3,0,10,0
ENSSSCG00000041703,8,0,69,2
ENSSSCG00000041704,2,0,47,0
ENSSSCG00000041705,5,2,34,0
ENSSSCG00000041706,2,0,11,0
ENSSSCG00000041707,9,0,33,0
ENSSSCG00000041708,2,4,15,5
ENSSSCG00000041709,5,0,20,0
ENSSSCG00000041710,1,5,20,4
ENSSSCG00000041711,4,0,3,0
ENSSSCG00000041713,4,0,3,0
ENSSSCG00000041714,1,0,15,0
ENSSSCG00000041715,76,432,153,399
ENSSSCG00000041716,12,7,39,9
ENSSSCG00000041717,96,447,148,734
ENSSSCG00000041718,3,0,16,1
ENSSSCG00000041719,11,31,30,10
ENSSSCG00000041720,0,2,13,0
